"MARPP Regional Price Parities by MSA"
"RPPs: All items (Index)" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"44180","Springfield, MO (Metropolitan Statistical Area)",85.9
"44220","Springfield, OH (Metropolitan Statistical Area)",84.4
"44300","State College, PA (Metropolitan Statistical Area)",100.0
"44420","Staunton, VA (Metropolitan Statistical Area)",88.2
"44700","Stockton, CA (Metropolitan Statistical Area)",102.2
"44940","Sumter, SC (Metropolitan Statistical Area)",85.4
"45060","Syracuse, NY (Metropolitan Statistical Area)",96.0
"45220","Tallahassee, FL (Metropolitan Statistical Area)",93.0
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",98.8
"45460","Terre Haute, IN (Metropolitan Statistical Area)",85.4
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)",84.8
"45540","The Villages, FL (Metropolitan Statistical Area)",95.8
"45780","Toledo, OH (Metropolitan Statistical Area)",86.2
"45820","Topeka, KS (Metropolitan Statistical Area)",87.8
"45940","Trenton-Princeton, NJ (Metropolitan Statistical Area)",106.2
"46060","Tucson, AZ (Metropolitan Statistical Area)",93.1
"46140","Tulsa, OK (Metropolitan Statistical Area)",88.6
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)",86.2
"46300","Twin Falls, ID (Metropolitan Statistical Area) 2/",89.1
"46340","Tyler, TX (Metropolitan Statistical Area)",91.8
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)",123.8
"46540","Utica-Rome, NY (Metropolitan Statistical Area)",92.7
"46660","Valdosta, GA (Metropolitan Statistical Area)",85.4
"46700","Vallejo, CA (Metropolitan Statistical Area)",118.3
"47020","Victoria, TX (Metropolitan Statistical Area)",91.1
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",97.3
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",96.4
"47300","Visalia, CA (Metropolitan Statistical Area)",95.2
"47380","Waco, TX (Metropolitan Statistical Area)",88.8
"47460","Walla Walla, WA (Metropolitan Statistical Area)",97.2
"47580","Warner Robins, GA (Metropolitan Statistical Area)",89.6
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",117.4
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",88.9
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)",96.9
"48140","Wausau-Weston, WI (Metropolitan Statistical Area)",88.2
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",84.0
"48300","Wenatchee, WA (Metropolitan Statistical Area)",99.5
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)",86.0
"48620","Wichita, KS (Metropolitan Statistical Area)",87.9
"48660","Wichita Falls, TX (Metropolitan Statistical Area)",86.4
"48700","Williamsport, PA (Metropolitan Statistical Area)",92.0
"48900","Wilmington, NC (Metropolitan Statistical Area)",94.4
"49020","Winchester, VA-WV (Metropolitan Statistical Area)",92.5
"49180","Winston-Salem, NC (Metropolitan Statistical Area)",88.7
"49340","Worcester, MA-CT (Metropolitan Statistical Area)",103.1
"49420","Yakima, WA (Metropolitan Statistical Area)",94.3
"49620","York-Hanover, PA (Metropolitan Statistical Area)",95.9
"49660","Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",85.1
"49700","Yuba City, CA (Metropolitan Statistical Area)",97.2
"49740","Yuma, AZ (Metropolitan Statistical Area)",87.8
"Legend / Footnotes:"
"1/ Regional Price Parities for the United States Nonmetropolitan Portion were estimated using multiple statistical area delineations published by the Office of Management and Budget (OMB)."
"2/ Regional Price Parities are not available for Enid, OK prior to 2013, Twin Falls, ID prior to 2015, and Poughkeepsie-Newburgh-Middletown, NY prior to 2016."
"Last updated: December 15, 2020-- new statistics for 2019; revised statistics for 2017-2018."
